label,text
2,"Subcategory:Dynamisches Mikrofon ~ Subject:Akkuproblem mit meinem dynamischen Mikrofon ~ Email:Sehr geehrte Damen und Herren, ich habe seit einer Woche ein dynamisches Mikrofon von Ihnen im Einsatz, jedoch bemerke ich, dass der Akku sich extrem schnell entlädt. Ich habe keine Effekte oder zusätzliche Hardware aktiviert. Können Sie mir bitte eine Lösung oder möglichen Garantieanspruch mitteilen? Mit freundlichen Grüßen, M. Schmidt"
1,"Subcategory:Credit Management ~ Subject:Kritischer Fehler bei Credit Management – DRINGEND ~ Email:Sehr geehrte Damen und Herren, unser Credit-Management-System ist heute plötzlich ausgefallen. Beim Öffnen zeigt es nur noch einen Fehlercode an (E542). Da wir tagtäglich mit sensiblen Kundendaten arbeiten, benötigen wir sofortige Unterstützung. Können Sie sich unverzüglich diesem Problem annehmen? Herzlichen Dank, Max Weber, Kunden-Nr.: 74820"
2,"Subcategory:Smart-Luftreiniger ~ Subject:Le purificateur d'air intelligent a cessé de fonctionner ~ Email:Cher support, mon purificateur d'air intelligent a cessé de fonctionner correctement. Il ne se connecte plus à mon réseau Wi-Fi et l'écran tactile est assez peu réactif. Pouvez-vous m'aider à résoudre ce problème rapidement ? Merci de votre réponse rapide."
1,"Subcategory:Training Software ~ Subject:Update Inquiry for Training Software ~ Email:Hello, I was wondering if there's an available update for the Training Software I'm using? My system could maybe use an upgrade. Also, could the next invoice list 'Training Programs LLC' instead? Thanks!"
1,"Subcategory:Environmental Management ~ Subject:Hilfe! Environmental Management Software startet nicht ~ Email:Sehr geehrtes Support-Team, unsere „Environmental Management”-Software startet seit heute Morgen nicht mehr. Wir sind auf das Tool angewiesen, um wichtige Abgleichungen vorzunehmen. Wir bitten um sofortige Unterstützung insbesondere im Hinblick auf anstehende Projektfristen. Vielen Dank!"
2,"Subcategory:Intel Optane Memory H10 ~ Subject:Urgente: Problema con Intel Optane Memory H10, no enciende ~ Email:Hola equipo de soporte. Desde esta mañana, mi sistema con Intel Optane Memory H10 no enciende. He reiniciado y probado varias soluciones pero nada funciona. Necesito mi equipo para trabajar urgente, ¿podrían decirme cuál podría ser el problema o enviar instrucciones para solucionarlo? ¡Gracias de antemano!"
1,"Subcategory:Toshiba ~ Subject:Inquiry on Future Billing - Company Name Change ~ Email:Hello support team, I hope this message finds you well. I wanted to inquire if it's possible to have an updated company name on my future invoice statements. Our business recently rebranded to 'Nova Innovations'. It isn't urgent but any assistance would be appreciated. Best regards, Alex"
1,"Subcategory:Magento 2.4 ~ Subject:Complaint: Unresponded Emails and Matching Magento 2.4 Bug ~ Email:Dear Support Team, My name is John Carter, customer ID 1894537. I've sent a few emails over the past two weeks regarding an issue in our Magento 2.4 setup but haven’t received a response yet. The problem causes product listing issues intermittently. Could you please update Magento to the latest version and verify this bug being fixed? Sincerely, John Carter"
2,"Subcategory:Port Replicator ~ Subject:Änderungswunsch für meine Rechnung ~ Email:Hallo, ich benutze den Hardware Port Replicator und wollte fragen, ob es möglich wäre, meine nächste Rechnung unter einem anderen Unternehmens- namen ausstellen zu lassen. Es ist nicht eilig, ich wäre sehr dankbar, wenn dies vorbereitet werden könnte. Besten Dank im Voraus!"
1,"Subcategory:Allworx ~ Subject:Allworx Software Inquiry and Feedback ~ Email:Dear Support, I recently started using Allworx software and noticed a small bug while navigating the Settings menu. Additionally, I require an update to the latest version. Moreover, I need to discuss a recent issue where my previous emails were unaddressed. Awaiting your prompt and detailed response. Best regards."
1,"Subcategory:Affiliate Marketing ~ Subject:Affiliate Marketing Software - Can't Access the Dashboard ~ Email:Hello Support Team,
I'm unable to access my Affiliate Marketing dashboard. This software is critical for my day-to-day operations. I need an urgent fix. Here's my Customer ID: 785923. Can you please help?"
2,"Subcategory:Labeldrucker ~ Subject:Labelmaker won't turn on - Urgent! ~ Email:Hi Support Team, my label maker suddenly won't turn on, just when I urgently need to print labels for a huge shipment going out today. I've already tried a different power cord and socket but no success. Need your immediate assistance!"
2,Subcategory:Magnetometer ~ Subject:Probleme mit Magnetometer ~ Email:Wir haben ein Magnetometer von Ihrem Unternehmen im Einsatz. Leider funktioniert die Nullpunkt-Kalibrierung nicht korrekt. Können Sie dabei helfen?
2,"Subcategory:Streaming-Kamera ~ Subject:Minor suggestion for streaming camera ~ Email:Hello Support, My streaming camera works fine but I noticed that it could really benefit from an update to improve performance. Can this be arranged in an upcoming patch? There's no rush. Also, on my next invoice, could the company name be changed to StreamMasters Ltd.. Thanks!"
1,"Subcategory:IBM Commerce ~ Subject:IBM Commerce not starting after update ~ Email:Hello Team,

After the recent security update, our IBM Commerce application isn’t starting anymore. We heavily rely on this software for our daily operations. Attempts to restart and reinstall failed. Immediate assistance is required as our business is at a standstill.

Looking forward to a quick fix."
1,"Subcategory:Actuarial Software ~ Subject:Actuarial Software Update und Bug ~ Email:Guten Tag Team, ich benötige ein Update für meine Actuarial Software auf die neueste Version. Mir ist zudem ein kleiner Bug aufgefallen: Die Rechenfunktion scheint manchmal falsche Werte zu liefern. Können Sie das bitte überprüfen und zeitnah beheben?"
0,"Subcategory:HR Questions ~ Subject:Solicitud de actualización y problema menor en software ~ Email:Estimado equipo de soporte,
He descubierto un bug en la versión actual del software que estoy utilizando. Aparte de eso, me gustaría saber los costos de la actualización a la nueva versión. También tengo un problema menor con la funcionalidad del dispositivo. Adicionalmente, necesito una factura. Un saludo cordiales,
Cliente #123456789"
0,"Subcategory:Security Inquiries ~ Subject:Demande d'opinion sur la prochaine facture - réduction ~ Email:Bonjour, j'ai remarqué un léger problème avec votre logiciel. Pensez-vous que je pourrais avoir un tarif réduit d'une part par nous à Loyalty Programme. En passant, peut-être que notre prochaine facture sous le nom Distribution HK? N'hésitez pas à me contacter."
0,"Subcategory:Product Inquiries ~ Subject:Inquiry About Invoice for Software Development Service ~ Email:Dear Support, I haven't received the invoice for the recent software development service. Please advise."
1,"Subcategory:HostMonster ~ Subject:Urgent: Critical issue with HostMonster unable to access ~ Email:Hello, I'm unable to login to my HostMonster account, and I fear I've been hacked. This needs immediate attention as it's hosting my company's main website. Please assist me urgently in securing and recovering my account."
1,"Subcategory:Risk Management ~ Subject:Risk Management - Unable to access software, urgent! ~ Email:Hello Support Team, I am unable to access the Risk Management software on my computer. I urgently need it for a very important project due tomorrow. Please help ASAP! Thank you."
1,"Subcategory:Cloud Security ~ Subject:Pregunta sobre posible actualización de Cloud Security ~ Email:Hola equipo de soporte, me encanta usar su software Cloud Security. Estoy pensando en posiblemente actualizar a una versión más nueva, aunque no es urgente. Además, me preguntaba si en mi próxima factura podrían añadir nuestro nuevo nombre de empresa: Tecnologías Áurea. ¡Gracias de antemano! Saludos, José"
1,"Subcategory:Pluralsight ~ Subject:Pluralsight - Dringend Hilfe benötigt nach Systemabsturz ~ Email:Liebes Support-Team, ich benötige dringend Unterstützung, da ich nach einem letzten Update auf eurer Pluralsight Software nicht mehr zugreifen kann. Mein Bildschirm bleibt einfach schwarz und ich komme nicht mehr an meine Lernprofile und Fortschritte. Ich bereite momentan eine wichtige Prüfung vor und benötige den Zugang unbedingt. Können Sie mir bitte so schnell wie möglich weiterhelfen?"
1,"Subcategory:Business Intelligence ~ Subject:Urgent: Business Intelligence Security Issue ~ Email:Hi Support Team, I have encountered a serious security vulnerability in our Business Intelligence software. It seems a potential breach point was identified, and we've already experienced unusual activities. This software is critical for our operations. Immediate assistance is needed to secure our data. Please respond ASAP to resolve this issue."
